,drugs,match_substructures?
5612,OC1=NCCc2[nH]c(-c3ccnc(-c4ccccc4F)c3)cc21,False
5613,OC(=Nc1cccc(-c2nn[nH]n2)c1)c1cccc(F)c1,False
5614,O=S1(=O)N=C(O)C=C1c1cccc(O)c1,False
5615,N=c1[nH][nH]c(N)c1/N=N/c1ccc(O)cc1,False
5616,O=P(O)(O)OCCNS(=O)(=O)c1ccc2ccccc2c1,False
5617,Cn1nc(C(F)(F)F)c2cc(C(=O)NCCS)sc21,False
5618,OC(CCCS)=NC1CCN(Cc2ccccc2)CC1,False
5619,COc1cccc(OC)c1CN1CCC(N=C(O)CCCS)CC1,False
5620,OC(=NCCS)[C@@H]1CN(Cc2ccc(F)cc2)CCN1,False
5621,OC(=NCCCS)[C@@H]1CN(Cc2ccc(F)cc2)CCN1,False
5622,COc1cc(Br)cc(CN2CCC(N=C(O)CCCS)CC2)c1OC,False
5623,O=S(=O)(c1ccc2c(c1)CN[C@@H](CF)C2)N1CCSCC1,False
5624,C[C@@H](C[C@H](C)CCCC[C@H](O)[C@H](C=O)CO)C[C@@H](C)CC(=O)O,False
5625,NC(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)[C@H](C(F)F)[C@H]3[C@@H]3CCCN32)cc1,False
5626,NS(=O)(=O)c1ccc(C(=O)NCc2cccc(F)c2F)cc1,False
5627,O=C(Sc1n[nH]c(C(F)(F)F)n1)c1ccc(C#Cc2ccccc2)o1,False
5628,CC(=O)[C@H](CC(=O)O)N=C(O)[C@H](C)N=C(O)[C@@H](N=C(O)OCc1ccccc1)C(C)C,False
5629,O=C(NCCOP(=O)(O)O)c1ccc(OC(F)(F)F)cc1,False
5630,CCc1ccc(NS(=O)(=O)c2ccc(F)cc2)c(C(=O)O)c1C,False
5631,O=S(=O)(Nc1ccc(Cl)cc1)c1ccc2c(c1)CN[C@@H](CO)C2,False
5632,O=P(O)(O)OCCNS(=O)(=O)c1ccc(OC(F)(F)F)cc1,False
5633,CC(O)=N[C@@H](CC(C)C)C(O)=N[C@H](C=O)Cc1ccccc1,False
5634,CN(C)C[C@@H](O)COc1ccc(Nc2nccc(=Nc3cc(Cl)ccc3Cl)[nH]2)cc1,False
5635,CN(C)C[C@H](O)COc1ccc(Nc2cc(Nc3c(F)cccc3F)ncn2)cc1,False
5636,C/C=C(\C)CC/C=C(\C)CCC=C(C)C,False
5637,O=C(O)c1ccc(-c2cc(F)cc(F)c2)cc1,False
5638,O=C(O)CC[C@H](N=C(O)N[C@@H](CSCc1ccc(F)cc1)C(=O)O)C(=O)O,False
5639,CN(C)C[C@H](O)COc1ccc(Nc2nccc(=Nc3cc(Cl)ccc3Cl)[nH]2)cc1,False
5640,Cc1[nH]c2cccc(F)c2c(=N)c1CSCc1cccc(C(O)(O)C(F)(F)F)c1,False
5641,CCCC[C@@]12CCC(=O)C(Br)=C1c1ccc(O)cc1C2,False
5642,O=C(O)c1ccc(-c2cc(Cl)ccc2Cl)o1,False
5643,O=C(O)c1ccc(-c2ccccc2C(F)(F)F)o1,False
5644,O=C(O)c1cccc(/C=N/OCCO/N=C/c2cc(O)nc(O)n2)c1,False
5645,CN(C)C[C@@H](O)COc1ccc(Nc2cc(Nc3c(F)cccc3F)ncn2)cc1,False
5646,CCC(CC)C(O)=Nc1cc(C(=O)O)ccc1N=C(C)O,False
5647,C[C@@]1(c2ccc(F)cc2F)OC(=O)N(Nc2ccccc2)C1=O,False
5648,O=C(O)c1ccccc1C1c2ccc(O)cc2Oc2cc(O)ccc21,False
5649,COC(=O)C1CCN(C(=O)c2ccc(N(C)Cc3cnc4nc(=N)[nH]c(N)c4n3)cc2)CC1,False
5650,OC[C@H](O)CCO/N=C1C(=C2/C(O)=Nc3ccccc32)/Nc2ccccc2/1,False
5651,COc1cc(/C=C/C(=O)O)ccc1O,False
5652,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@H]2O,False
5653,C[C@](O)(COc1ccc(F)cc1)C(O)=Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,False
5654,Cc1ccc(S(=O)(=O)Nc2cc(-c3ccc(F)cc3)sc2C(=O)O)cc1,False
5655,CC(C)=CCC/C(C)=C/CC/C(C)=C/CON=C(O)CP(=O)(O)O,False
5656,COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,False
5657,O=P(O)(O)OCCCc1c[nH]c2ccc(F)cc12,False
5658,O=C1/C(=C/c2cc(Br)c(O)c(Br)c2O)Oc2cc(O)cc(O)c21,False
5659,O=c1cc(-c2ccccc2)oc2ccccc12,False
5660,C[C@@]1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,False
5661,N[C@@H](CC(=O)N1CCC[C@H]1CN=C(O)c1ccccc1)Cc1ccccc1F,False
5662,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,False
5663,CCOc1ccnc(CCN=C(S)N=c2ccc(C#N)c[nH]2)c1F,False
5664,N=c1[nH]c(C(F)(F)F)ncc1COP(=O)(O)OP(=O)(O)O,False
5665,N=C(O)c1cn([C@@H](CO)CCn2ccc3ccc(N=C(O)CCc4ccccc4)cc32)cn1,False
5666,CC(O)=Nc1ccc(N2C(=O)[C@@H]3[C@H]4CC[C@](N=C(O)OCC(=O)O)(CC4)[C@@H]3C2=O)cc1,False
5667,C[C@H](O)[C@@H](CCOc1ccc2ccccc2c1)n1cnc(C(=N)O)c1,False
5668,C[C@H](O)[C@H](CCc1cccc2nc(-c3ccc(Cl)cc3)oc12)n1cnc(C(=N)O)c1,False
5669,O=c1nc(O)c2c(F)cccc2n1CCCCN1CC=C(c2ccccc2)CC1,False
5670,COc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@H](O)C(=O)/C=C/C[C@@H](C)OC2=O,False
5671,Cc1cc(N=C(O)Nc2ncc(CCNc3cc(N=c4nc[nH][nH]4)ncn3)s2)c(C(F)(F)F)o1,False
5672,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1,False
5673,CNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C3CC3)n2)cc1,False
5674,O=C(N[C@H]1Cc2ccccc2N(CC(O)=NCCO)C1=O)c1cc2cc(Cl)sc2[nH]1,False
5675,N=C(O)CN1C(=O)[C@@H](NC(=O)C2=CC3=C[C@H](Cl)SC3=N2)Cc2ccccc21,False
5676,N=c1[nH][nH]c2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,False
5677,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,False
5678,N=C([NH3+])c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)cc1,False
5679,CCOc1ccnc(CCN=C(S)Nc2ccc(Cl)cn2)c1F,False
5680,O=S(=O)(NCCC(F)(F)F)c1ccc2c(c1)CN[C@@H](CF)C2,False
5681,O=C(Nc1ccccc1S(=O)(=O)Nc1ccc(Cl)cn1)c1ccc(-n2ccccc2=O)cc1,False
5682,CCCCN=C(O)c1cccc(N=C(O)CCCCCNc2nc[nH]c3ncnc2-3)c1,False
5683,Cc1c(Br)c(=O)oc2c(Br)c(O)ccc12,False
5684,O=C(O)c1cnc(-c2ccccc2)[nH]1,False
5685,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2nc(-c3ccc(Cl)s3)n[nH]2)C1=O,False
5686,CC(C)(CCl)C(=O)Nc1ccc(C(F)(F)F)cc1,False
5687,CC1(C)S[C@H]([C@H](N=C(O)Cc2ccccc2)C(O)=NCc2ccccc2)N[C@H]1C(=O)O,False
5688,OC[C@H]1CN(CCCc2ccccc2)C[C@@H](O)[C@@H]1O,False
5689,O=C(O)[C@H]1C[C@H]1C(O)=Nc1cc(F)ccc1F,False
5690,Cc1cccc(C(=O)c2ccnc(NCc3ccc(C(=N)N)cc3)c2)c1,False
5691,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,False
5692,Cc1nnc(-c2ccc(-c3cc(C(O)=NC4CC4)ccc3C)c(C)c2)o1,False
5693,NC[C@@H](NC(=O)c1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1,False
5694,C[C@H](N=C(O)CN)C(=O)N1CCC[C@H]1C(O)=Nc1ccc2ccccc2c1,False
5695,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,False
5696,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,False
5697,N#Cc1ccc(NC(=NCC(=O)O)NC(c2ccccc2)c2ccccc2)cc1,False
5698,O=S(=O)(c1cccc(N=C(O)Nc2nccs2)c1)N1CCN(c2ccccn2)CC1,False
5699,ON=C(O)/C=C/c1ccc(Cl)cc1Cl,False
5700,ON=C(O)/C=C/c1ccc(Cl)cc1,False
5701,CCOCn1c(Cc2cc(C)cc(C)c2)c(C(C)C)c(O)nc1=O,False
5702,C[C@@H](O[PH](C)=O)C(C)(C)C,False
5703,C[C@@H](O[PH](C)=O)C(C)(C)C,False
5704,C[C@@H](C(=O)O)N1C(=O)[C@@H]2[C@@H]3CC[C@@H](C3)[C@@H]2C1=O,False
5705,CCc1c(C)[nH]n(-c2nn[nH]n2)c1=O,False
5706,CC(=O)c1ccc(N2C[C@@H](C(=O)O)CC2=O)cc1,False
5707,O=C(c1ccccc1)c1cc(Cl)ccc1OCC(O)=Nc1ccccc1,False
5708,Cn1c(=O)n(Cc2ccc(C(=O)O)cc2)c(=O)c2cc(C#CCc3ccccc3)ccc21,False
5709,Fc1ccc(-c2n[nH]cc2-c2ccncc2)cc1,False
5710,N[C@H]1CN(CCc2ccc3c(c2)OCO3)C(=O)C[C@@H]1c1cc(F)c(F)cc1F,False
5711,CCCc1ccc(N=C(O)c2ccccc2NCc2ccc(O)nc2)cc1C(F)(F)F,False
5712,Cc1ccc(O)cc1Nc1ccnc2cc(-c3csc(C=O)n3)ccc12,False
5713,Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)Nc4cccc(C#N)c4)cc3)c2)o1,False
5714,Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)NCC4CC4)cc3)c2)o1,False
5715,Cc1ccc(C(O)=NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1,False
5716,CCCCCCCCCCOC[C@@H](COCC(F)(F)F)OP(=O)(O)OC,False
5717,O=C(O)Cc1ccc(-c2c[nH]c3ncc(-c4ccc5ccccc5c4)cc23)cc1,False
5718,O=C1/C(=C/c2cccc([N+](=O)[O-])c2O)SC(=S)N1Cc1ccccc1,False
5719,COc1ccc(NCCN=C(O)[C@H](CC2CCCCC2)Nc2nc3ccccc3o2)cc1,False
5720,COc1cccc(/C(O)=C2\C=Nc3nccc(-c4cc(F)cc(F)c4)c32)c1,False
5721,CC(C)=CCC/C(C)=C\CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,False
5722,CCc1ccc(O[C@@H](Cc2ccccc2)C(=O)O)cc1,False
5723,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2cc3cc(Cl)ccc3s2)C1=O,False
5724,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2cc3ccc(Cl)cc3s2)C1=O,False
5725,COc1cc(CS(C)(=O)=O)ccc1N=c1[nH]c(=Nc2cccc(F)c2C(=N)O)c2cc[nH]c2[nH]1,False
5726,CCc1ccccc1N=C(O)Oc1ccc2c(c1)[C@@]1(C)CC[N@+](C)([O-])[C@@H]1N2C,False
5727,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,False
5728,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2cc3cc(Cl)ccc3[nH]2)C1=O,False
5729,CCCCCCCCCSC[C@H](N)C(=O)O,False
5730,O=C(O)[C@@H]1CCCC[C@@H]1c1nc(S)n[nH]1,False
5731,COc1ccc(N2CC[C@H](N)[C@H](c3cccc(C)c3)C2)cc1OC,False
5732,Cc1nc(C(=O)O)nn1-c1cc(Cl)cc(Cl)c1,False
5733,N#CCC1C=CC(=Nc2nc(N=c3cc(C4CC4)[nH][nH]3)c3ccccc3n2)C=C1,False
5734,CNCc1ccc(-c2nc[nH]c3ncnc2-3)cc1,False
5735,N[C@@H](c1ccccc1)c1ccc(-c2nc[nH]c3ncnc2-3)cc1,False
5736,Clc1ccc(C2(c3ccc(-c4nc[nH]c5ncnc4-5)cc3)CCNCC2)cc1,False
5737,NC[C@@H](c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,False
5738,NC[C@H](c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,False
5739,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,False
5740,NC[C@H](c1ccccc1)c1ccc(Cl)cc1,False
5741,O=S(=O)(N[C@H](Cc1ccc2ccccc2c1)C(O)=NO)c1ccc2ccccc2c1,False
5742,CCC(CC)n1ccc2c3c(=N)[nH]c(=N)[nH]c3ccc21,False
5743,O=[N+]([O-])c1ccc(Cl)c(C(O)=Nc2ccccc2)c1,False
5744,CC(C)c1c(O)nc2ccc(F)cc2c1OC#CC1CC1,False
5745,O=C1C=C(N=c2nn[nH][nH]2)CCC1,False
5746,CCC[C@]1(C)SC(=NC2CCCCCCC2)N=C1O,False
5747,CCCc1c(O)nc2ccc(Cl)cc2c1OC1CCCCC1,False
5748,CCCc1c(O)nc2ccc(Cl)cc2c1SC1CCCCC1,False
5749,CCCc1c(O)nc2ccc(Cl)cc2c1[S@@](=O)C1CCCCC1,False
5750,C[C@@H](Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O,False
5751,CC(C)c1c(O)nc2ccc(Cl)cc2c1OC1CCCCC1,False
5752,O=C(N[C@@H]1CCN(CC(O)=Nc2ccc(-n3ccccc3=O)cc2F)C1)c1ccc(Cl)s1,False
5753,CCCCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,False
5754,COc1cccc(-c2cccc([C@]3(C)CC(=O)N(C)C(=N)N3)c2)c1,False
5755,O=C(N[C@H]1CN(CC(O)=Nc2ccc(-n3ccccc3=O)cc2F)C[C@@H]1O)c1ccc(Cl)s1,False
5756,Cc1cncc2cccc(S(=O)(=O)N3CCCNC[C@@H]3C)c12,False
5757,CC(C)NCCCn1c(Sc2cc3c(cc2Br)OCO3)nc2c(N)ncnc21,False
5758,C/C=C/C[C@H](C(C)=O)n1cc([C@@](C)(N=C(O)c2ccccc2)C(C)C)nn1,False
5759,O=C(NO)c1ccc(C(=O)N2CCn3c(-c4ccccc4)cnc3C2)s1,False
5760,O=C(O)c1ccccc1/N=N/c1ccc(O)cc1,False
5761,O=C(O)CCCC(O)=N[C@H](Cc1ccccc1)P(=O)(O)OCC(O)=NCCc1ccccc1,False
5762,C[C@]12CCC[N@+]([O-])(CC(=O)Nc3ccc(NC(=O)CCCC(=O)O)cc3)[C@@H]1CC[C@@]1(C)O[C@@H]21,False
5763,N[C@]1(C(=O)c2ccccc2)[C@@H]2CC[C@@H](C2)[C@H]1c1ccccc1,False
5764,CC[C@H]1C(O)=Nc2ccc(F)cc2N1C(=O)OC(C)C,False
5765,COc1ccc2c(c1)N(C(=O)OC(C)C)[C@@H](CSC)C(S)=N2,False
5766,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,False
5767,N=C(N)NCc1ccc(B2OC[C@@H](CO)O2)cc1,False
5768,COC(=O)C[C@H]1CC(c2ccc(O)cc2)=NO1,False
5769,Cc1nc2ccccn2c1-c1ccnc(Nc2ccc(OC[C@@H](O)CN(C)C)cc2)n1,False
5770,O=P(O)(O)/C=C/CCSc1ccccc1O,False
5771,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC(=O)O,False
5772,Cc1c(O)nc(=O)n(COCCO)c1Sc1ccccc1,False
5773,CCCC[C@H](N=C(O)CCC(=O)O)P(=O)(O)Oc1ccccc1,False
5774,O=P(O)(O)/C=C/CCSc1cc(F)ccc1O,False
5775,CC(C)CCC[C@@H](C)CCC[C@@H](C)C[C@@H](O)P(=O)(O)O,False
5776,O=C(O)[C@@H](O)c1ccc(O)cc1,False
5777,OCCCCCCCCNCO,False
5778,CCCC(=O)OC[C@H](COP(O)(O)(O)O)OC(=O)CCC,False
5779,CC(O)=N[C@@H](C)C(O)=N[C@@H](Cc1ccccc1)C(=O)CCCl,False
5780,CC(C)C[C@@H](C=O)[C@H](O)C(O)=NO,False
5781,Cc1nc(-c2ccccn2)[nH]c(=NCCc2ccccc2)c1Cl,False
5782,CC(C)(C)OC(O)=Nc1cccnc1C(O)=Nc1nccs1,False
5783,CC(C)(C)C(O)=Nc1cccnc1C(O)=Nc1nccs1,False
5784,COc1cc(O)c2c(c1)[C@H]1O[C@@H]1C[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,False
5785,O=[N+]([O-])c1ccc2c(c1)CN[C@@H](CO)C2,False
5786,CCCCCC[C@H](O)C(=O)O,False
5787,Cc1c(CCO)c(=O)oc2cc(O)ccc12,False
5788,O=C(O)CCCNC(=O)c1ccc([C@H]2CC[C@H](c3ccccc3)C[C@@H]2O)cc1,False
5789,N[C@@H](Cc1ccccc1)C(O)O,False
5790,O=C([O-])C(=O)/C=C/CC(=O)c1ccccc1,False
5791,CCCCCC(=O)CP(=O)(O)O,False
5792,CC(=O)[C@@H](N)CCc1ccccc1,False
5793,O=C(O)/C(O)=C\C=C\C(=O)c1ccccc1,False
5794,O=C(O)/C(O)=C\C=C\C(=O)c1ccccc1,False
5795,O=C[C@H](CC(=O)O)N=C(O)[C@@H](CCCCNC(=O)c1ccc2cccc(O)c2n1)c1cccs1,False
5796,c1ccc(C(OC2CCN(CCCc3nn[nH]n3)CC2)c2ccccc2)cc1,False
5797,CCCCCCCc1cc(O)c2ccccc2[n+]1[O-],True
5798,COc1ccc2c(c1)[nH]c1c(C)nccc12,False
5799,O=NC(=O)CNS(=O)(=O)c1ccc(-c2ccccc2)cc1,False
5800,O=NC(=O)CNS(=O)(=O)c1ccc(F)cc1,False
5801,O=NC(=O)CNS(=O)(=O)c1ccccc1,False
5802,CCCCCCCCO[C@@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@H]1O,False
5803,CCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,False
5804,O=[S@@](CCCCP(=O)(O)O)c1ccccc1O,False
5805,CN=C(O)[C@H](Cc1ccc(OC)cc1)N=C(O)[C@@H](CC(O)=NO)CC(C)C,False
5806,O=C(O)c1ccc(NS(=O)(=O)c2ccsc2C(=O)O)c(O)c1,False
5807,CCCCCCCC(O)=N[C@H]1CCOC1=O,False
5808,Cc1cc(C)cc(C(=O)N(N=C(O)c2ccc3c(c2C)OCCO3)C(C)(C)C)c1,False
5809,CCCCCCCCC[C@@H](O)CC(=O)O,False
5810,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,False
5811,COC(=O)C1=C(C(=O)OC)[C@@H]2O[C@H]1C(c1ccc(O)cc1)=C2c1ccc(O)cc1,False
5812,Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CCC[C@@H]32)cc1,False
5813,O=C([C@@H](CCN=C1C=C[NH2+]C=C1)N=C(O)CNS(=O)(=O)C1CCCCC1)N1CCCCC1,False
5814,Cc1[nH]nc2ccc(F)c(Oc3cc(C#N)cc(C#N)c3)c12,False
5815,Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CC[C@H](N(C)C)C4)cc3)ncc2F)n1C(C)C,False
5816,CCCCOc1nc(NCCN2CCOCC2)c2ncn(Cc3c(F)cccc3F)c2n1,False
5817,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)c2c(c1OC)O[C@@H](C1CC1)CC2,False
5818,C[C@@H](N=C(O)CCS)C(=O)O,False
5819,Ic1cccc(CN=c2c3c([nH]c4ccccc24)CCCC3)c1,False
5820,CN=C(O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,False
5821,Fc1ccc(-c2c[nH]nc2-c2ccnc(F)c2)cc1,False
5822,O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,False
5823,Cc1cc(NS(=O)(=O)c2ccccc2)cc(OCCN=C2C=C[NH2+]C=C2)c1,False
5824,N=C(O)c1cccc(Cn2c3c(c4cccc(C(=O)O)c42)CCCCC3)c1,False
5825,N=C(N)NOCCN=C(O)Cc1c(Cl)ccc(NCC(F)(F)c2ccccc2)c1F,False
5826,O=S(=O)(NCCNCCOCc1ccc(Cl)cc1)c1cccc2cnccc12,False
5827,O=C(O)CO/N=C1\C2=CC=CCC2=N\C1=C1/C(=O)N=C2CC=CC=C21,False
5828,O=C(O)Cc1c[nH]c2ccccc12,False
5829,O=C(O)C[C@H](N=C(O)Cc1c[nH]c2ccccc12)C(=O)O,False
5830,O=C(O)CN=C(O)Cc1c[nH]c2ccccc12,False
5831,CC(C)[C@H](N=C(O)Cc1c[nH]c2ccccc12)C(=O)O,False
5832,CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c21,False
5833,Nc1ccc(CC(=O)OCCBr)c(C=O)c1,False
5834,CC(C)[C@H](N=C(O)OC(C)(C)C)C(O)=Nc1cccc(Cl)c1C=O,False
5835,COC(=O)[C@H](OC(C)=O)c1ccc(N)cc1C(=O)O,False
5836,CCCc1cc(CC(=O)O)c2[nH]c(CC(=N)O)cc2c1,False
5837,c1ccc2[nH]c(-c3n[nH]c4ccccc34)nc2c1,False
5838,CC(O)=N[C@H]1[C@H](OCC(C)C)OC(C(=O)O)=C[C@@H]1O,False
5839,N#Cc1ccc(NC(S)=NC(=N)Cc2c(Cl)cccc2Cl)cc1,False
5840,COC(=O)CCN=C(O)c1cc(-c2ccc(F)cc2F)cc(I)c1O,False
5841,O=C(O)CCN=C(O)c1cc(-c2ccc(F)cc2F)cc(I)c1O,False
5842,CC#CCOc1ccc(S(=O)(=O)N2CCSC(C)(C)[C@@H]2C(O)=NO)cc1,False
5843,CN1CCN(CCn2cnc3c(NC4CCCCC4)nc(C#N)nc32)CC1,False
5844,N#CCc1ccc(Nc2nc(N=c3cc(C4CC4)[nH][nH]3)c3ccccc3n2)cc1,False
5845,N#Cc1nc(Nc2ccccc2OCCCn2ccnc2)c2ncn(C3CCCC3)c2n1,False
5846,COc1ccc(O)cc1N=C(O)N=C(O)c1ccc(F)cc1Cl,False
5847,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4cccc(O)c4)c3n2)CC1,False
5848,Cc1ccc(C(O)=Nc2cccc(C(F)(F)F)c2)cc1Nc1cncc(C(=N)O)c1,False
5849,Nc1ccc(Sc2ccc(N3C(=O)c4ccc(N)cc4C3=O)cc2)cc1,False
5850,Cc1cccc(-n2cnc3cc(N)ccc32)c1,False
5851,COc1cccc(Cn2c(C(O)=NC3CCN(C(C)C)CC3)cc3ccccc32)c1,False
5852,CC(C)N1CCC(N=C(O)c2cc3ccccc3n2CC(=O)Nc2ccc(Cl)cc2)CC1,False
5853,O=C(O)C1=C(C(O)=Nc2c(F)cc(-c3cccc(OC(F)(F)F)c3)cc2F)CCC1,False
5854,COc1cccc(-c2ccc(N=C(O)c3ccsc3C(=O)O)c(F)c2)c1,False
5855,O=C(O)c1sccc1C(O)=Nc1c(F)cc(-c2cccc(OC(F)(F)F)c2)cc1F,False
5856,O=C(O)C1=C(C(O)=Nc2c(F)c(F)c(-c3cccc(OC(F)(F)F)c3)c(F)c2F)C=CC1,False
5857,N=C(Cc1ccc(O)c(O)c1)C(=O)O,False
5858,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,False
5859,CC[C@H](CO)N=C(O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,False
5860,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3)n2)n1C(C)C,False
5861,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(I)cc1,False
5862,CC[C@@H](CO)N=C(O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,False
5863,COC(=O)C[C@H](CCc1ccc(C(=N)N)cc1)c1cccc(C(=N)N)c1,False
5864,O=C(O)CNS(=O)(=O)c1ccc(N2CCC(c3ccccc3)CC2)cc1,False
5865,OC(C[C@@H](N=C(O)OCc1ccccc1)c1ccccc1)=Nc1nnc(S)s1,False
5866,CN=C(O)[C@H](Cc1c(F)c(F)c(F)c(F)c1F)N=C(O)N=c1[nH]nc(S)s1,False
5867,COC(=O)[C@@H](CC(C)C)N(O)C(C)=O,False
5868,CC[C@H](COc1ccccc1)O[P@@](C)(=O)Cl,False
5869,C[C@H](CCc1ccc(O)cc1)N=C(O)Cc1c(-c2ccccc2)[nH]c2ccccc12,False
5870,O=S(=O)(O)Oc1c[nH]c2ccccc12,False
5871,Nc1ncccc1NCc1cccc(-c2ccc3cc[nH]c3c2)c1,False
5872,Nc1ncccc1NCc1cc(-c2ccc3cc[nH]c3c2)ccc1OCc1ccccn1,False
5873,O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12,False
5874,C[C@H]1CNCCN1S(=O)(=O)c1cccc2cnccc12,False
5875,CNCCNS(=O)(=O)c1cccc2cnccc12,False
5876,O=C(O)COC(=O)c1cc2ccccc2c2c1S(=O)(=O)N(CC(=O)O)C2=O,False
5877,O=C(O)CN1C(=O)c2c(c(C(=O)O)cc3ccccc23)S1(=O)=O,False
5878,COC(=O)c1c(O)cccc1OC/C=C/c1cccc(-c2onc(C(=O)O)c2CO)c1,False
5879,CC(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](Cc1ccc([C@@H]2CC(O)=NS2(=O)=O)cc1)C(=N)O,False
5880,CC(C)[C@@H](CO)N=c1ccc2ncc(-c3cccc(N)c3)n2[nH]1,False
5881,CCN=C(O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,False
5882,Cc1cc(Nc2ccc3cc4ccccc4cc3c2)n2ncnc2n1,False
5883,O=C(O)[C@H](O)CNC(O)=NCc1ccccc1,False
5884,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2ncnc2n1,False
5885,CCN(CC)CCN=C(O)c1c(C)[nH]c(/C=C2\C(O)=Nc3ccc(Cl)cc32)c1C,False
5886,O=C1/C(=N\O)c2c(/C=C/c3ccccc3)cccc2N1Cc1cc(F)cc2c1OCOC2,False
5887,O=C1/C(=N/O)c2cc(F)ccc2N1Cc1cc(F)cc2c1OCOC2,False
5888,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1,False
5889,CCOC(=O)c1ccc(OCCCC2CCN(c3ccc(C)nn3)CC2)cc1,False
5890,CCOC(=O)c1ccc(OCCCCC2CCN(c3ccc(C)nn3)CC2)cc1,False
5891,O=C1/C(=N\O)c2c(-c3ccccc3)cccc2N1Cc1cc(F)cc2c1OCOC2,False
5892,O=P(O)(O)OCCCCc1c(O)nc(O)nc1Cl,False
5893,COc1ccc(N2CCN(c3cccc(C)c3)CC2)nn1,False
