,drugs,match_substructures?
693,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,False
694,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,False
695,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,False
696,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,False
697,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,False
698,Cc1cnc(N=C(O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,False
699,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],False
700,CC(C)NCC(O)c1cc(O)cc(O)c1,False
701,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,False
702,CC(C)c1cccc(C(C)C)c1O,False
703,CC(O)=Nc1nnc(S(N)(=O)=O)s1,False
704,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,False
705,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,False
706,CCN(CC)C(=S)SSC(=S)N(CC)CC,False
707,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,False
708,CCCn1c(=O)nc(O)c2nc[nH]c21,False
709,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,False
710,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,False
711,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,False
712,C[C@@H]1O[C@@H]1P(=O)(O)O,False
713,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,False
714,CC1NCCOC1c1ccccc1,False
715,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,False
716,CN1C(=O)CC(c2ccccc2)C1=O,False
717,N[C@@H](C(O)=N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,False
718,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,False
719,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,False
720,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,False
721,N=C(O)CCCN/C(=C1\C=C(F)C=CC1=O)c1ccc(Cl)cc1,False
722,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,False
723,Cc1ccc(S(=O)(=O)NC(O)=NN2CCCCCC2)cc1,False
724,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,False
725,OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,False
726,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,False
727,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,False
728,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,False
729,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,False
730,NCCS,False
731,c1ccc([C@H]2CN3CCSC3=N2)cc1,False
732,CCC1(c2ccccc2)C(=O)N(C)C(=O)N=C1O,False
733,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,False
734,CN(C)N=Nc1[nH]cnc1C(N)=O,False
735,CN[C@@H](C)[C@@H](O)c1ccccc1,False
736,Cn1nnc2c(C(N)=O)ncn2c1=O,False
737,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,False
738,NCC(=O)CCC(=O)O,False
739,OCC(O)COc1ccc(Cl)cc1,False
740,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,False
741,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]32)CC1=O,False
742,CC(C)(S)C(N)C(=O)O,False
743,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,False
744,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,False
745,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,False
746,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,False
747,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,False
748,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,False
749,C=CCc1ccccc1OCC(O)CNC(C)C,False
750,C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1,False
751,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,False
752,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,False
753,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,False
754,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,False
755,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,False
756,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)OCCl,False
757,COc1ccccc1OCC(O)CO,False
758,OCCN1CCN(CC/C=C2/c3ccccc3SC3C=CC(C(F)(F)F)=CC23)CC1,False
759,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,False
760,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,False
761,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,False
762,N=c1nc(O)n([C@@H]2CS[C@H](CO)O2)cc1F,False
763,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,False
764,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,False
765,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,False
766,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],False
767,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,False
768,Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12,False
769,O=C(O)[C@@H]1CCC[C@@H]2SCCC(N=C(O)[C@@H](S)Cc3ccccc3)C(=O)N21,False
770,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,False
771,CN(CCCl)CCCl,False
772,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,False
773,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,False
774,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,False
775,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,False
776,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,False
777,CC1(C)S[C@H](C(N=C(O)Cc2ccccc2)C(O)=NCCCC[C@@H](N)C(=O)O)N[C@H]1C(=O)O.NCCCC[C@@H](N)C(=O)O,False
778,CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,False
779,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,False
780,CCO,False
781,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,False
782,OC[C@@H]1CC[C@H](n2cnc3c(O)ncnc32)O1,False
783,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,False
784,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,False
785,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,False
786,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,False
787,CCN=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,False
788,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,False
789,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,False
790,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,True
791,NS(=O)(=O)Cc1noc2ccccc12,False
792,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,False
793,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,False
794,CCOc1cc(CC(O)=N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,False
795,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,False
796,N=C(N)NC(=N)NCCc1ccccc1,False
797,NC12CC3CC(CC(C3)C1)C2,False
798,Cc1ncc([N+](=O)[O-])n1CCO,False
799,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,False
800,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,False
801,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,False
802,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,False
803,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,False
804,C[C@@H]1CC(O)=NN=C1c1ccc(NN=C(C#N)C#N)cc1,False
805,NCc1ccccc1CC(O)=N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,False
806,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,False
807,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,False
808,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,False
809,N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1,False
810,N=c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(O)n1,False
811,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,False
812,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(=N)O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,False
813,CCC[C@@]1(CCc2ccccc2)CC(=O)C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)=C(O)O1,False
814,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,False
815,CNCCCC12CCC(c3ccccc31)c1ccccc12,False
816,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,False
817,O=C(O)c1ccccc1O,False
818,CCN(CC)C(C)C(=O)c1ccccc1,False
819,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,False
820,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,False
821,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,False
822,CC.C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,False
823,OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,False
824,N=c1ccn([C@H]2CC[C@@H](CO)O2)c(O)n1,False
825,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,False
826,CC(=O)Oc1ccccc1C(=O)O,False
827,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,False
828,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3[C@@H]1CC[C@@H]2O,False
829,CC1(C)S[C@@H]2[C@H](N=C(O)[C@H](N=C(O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,True
830,N=C(O)OCC(COC(=N)O)c1ccccc1,False
831,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,False
832,NNC(=O)c1ccncc1,False
833,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,False
834,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,False
835,CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@@H]([C@@H]2C)[C@]1(C)O,False
836,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@H](O)[C@@H](NC)[C@@]1(C)O,False
837,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,False
838,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,False
839,N.N.O=C([O-])C1(C(=O)[O-])CCC1.[Pt+2],False
840,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,False
841,CC(C)NCC(O)COc1cccc2[nH]ccc12,False
842,Cc1cccc(C)c1N=C(O)C1CCCCN1C,False
843,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,False
844,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,False
845,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,False
846,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,False
847,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,False
848,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,False
849,Cc1nc[nH]c1CN1CCc2c(c3ccccc3n2C)C1=O,False
850,Cc1c2oc3c(C)ccc(C(O)=N[C@@H]4C(O)=N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(O)=N[C@@H]2C(O)=N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,False
851,S=[Se],False
852,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,False
853,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,False
854,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,False
855,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,False
856,CC[C@@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@@]12C,False
857,C#C[C@@]1(O)CC[C@@H]2[C@H]3CCc4cc(O)ccc4[C@@H]3CC[C@]21C,False
858,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,False
859,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,False
860,CCC(O)=NCC[C@@H]1CCc2ccc3c(c21)CCO3,False
861,CN=C(O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,False
862,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,False
863,COc1ccc(CC(C)NCC(O)c2ccc(O)c(N=CO)c2)cc1,False
864,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,False
865,C[NH+](C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2nc(Cl)[n-]c2n(C)c1=O,False
866,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,False
867,N=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(O)n1,False
868,NCCc1ccc(O)c(O)c1,False
869,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,False
870,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,False
871,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,False
872,COC(=O)CCC(=O)CN,False
873,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,False
874,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,False
875,CC(=O)OC[C@H]1O[C@@H]([S-])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O.CCP(CC)CC.[Au+],False
876,NCC1(CC(=O)O)CCCCC1,False
877,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,False
878,CN[C@@H]1CCc2[nH]c3ccc(C(=N)O)cc3c2C1,False
879,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,False
880,CC1(C)S[C@@H]2[C@H](N=C(O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,False
881,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,False
882,CCCCN1CCCC[C@H]1C(O)=Nc1c(C)cccc1C,False
883,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,False
884,N=c1nc(O)c2ncn(COC(CO)CO)c2[nH]1,False
885,N=C(O)NO,False
886,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,False
887,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,False
888,CS(=O)(=O)OCCCCOS(C)(=O)=O,False
889,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,False
890,CC[N+](C)(C)c1cccc(O)c1,False
891,CC(C)(C(=O)c1cccnc1)c1cccnc1,False
892,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,False
893,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,False
894,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,False
895,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,False
896,COc1ccc(Cl)cc1C(O)=NCCc1ccc(S(=O)(=O)NC(O)=NC2CCCCC2)cc1,False
897,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(=N)O)C(=O)[C@@]3(O)C(O)=C1C2=O,False
898,N=C(N)N=C(O)Cc1c(Cl)cccc1Cl,False
899,CC(C[N+](C)(C)C)OC(=N)O,False
900,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,False
901,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,False
902,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,False
903,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,False
904,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,False
905,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,False
906,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,False
907,COC(F)(F)C(Cl)Cl,False
908,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,False
909,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,False
910,C#CC1(OC(=N)O)CCCCC1,False
911,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,False
912,Sc1ncnc2[nH]cnc12,False
913,C/C=C/C/C=C/CCC(=O)[C@H]1O[C@H]1C(=N)O,False
914,CCN(CC)CCNC(=O)c1ccc(N)cc1,False
915,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,False
916,C#CCN(C)C(C)Cc1ccccc1,False
917,CCC(=O)c1ccc2c(c1)N(CCN1CCN(CCO)CC1)c1ccccc1S2,False
918,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,False
919,N=C(N)C1=CC(=O)/C(=C\C=c2ccc(=C(N)N)cc2)C=C1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,False
920,O=C1N=C(O)CCC1N1C(=O)c2ccccc2C1=O,False
921,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,False
922,CC12CC3CC(C)(C1)CC(N)(C3)C2,False
923,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,False
924,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)N=C(O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,False
925,CCCCC(F)(F)[C@@]1(O)CC[C@@H]2[C@H](CCCCCCC(=O)O)C(=O)C[C@H]2O1,False
926,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,False
927,N=c1nc2c(ncn2[C@H]2C=C[C@@H](CO)C2)c(NC2CC2)[nH]1,False
928,CC(C)[C@@]1(N=C(O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](C)N2C1=O.CS(=O)(=O)O,False
929,CC(C)Cc1ccc(C(C)C(=O)O)cc1,False
930,CO[C@@H]1[C@@H](OC(=N)O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,False
931,CC1(C)S[C@@H]2[C@H](N=C(O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,False
932,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,False
933,N[C@@H](Cn1ccc(=O)c(O)c1)C(=O)O,False
934,Cc1cccc(C)c1N=C(O)C(C)N,False
935,CCOP(=O)(OCC)SCC[N+](C)(C)C,False
936,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,False
937,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,False
938,CC1(C)S[C@@H]2[C@H](N=C(O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,False
939,CC1(C)S[C@@H]2[C@H](N=C(O)[C@H](N=C(O)N3CCN=C3O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,False
940,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,False
941,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,False
942,CC(C)NCC(O)c1ccc(O)c(O)c1,False
943,COc1ccc2[nH]cc(CCN=C(C)O)c2c1,False
944,CO/N=C(\C(O)=N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(=N)[nH]1,False
945,Cc1cnc(C(O)=NCCc2ccc(S(=O)(=O)NC(O)=NC3CCCCC3)cc2)cn1,False
946,O=[N+]([O-])c1ccc2c(c1)C(c1ccccc1Cl)=NCC(O)=N2,False
947,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,False
948,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@]12C,False
949,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,True
950,COC(O)=N[C@H](C(O)=N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)N=C(O)[C@@H](N=C(O)OC)C(C)(C)C)C(C)(C)C,False
951,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,False
952,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,False
953,CN(C)CCOC(c1ccccc1)c1ccccc1,False
954,CC(C)c1c(C(O)=Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)[O-],False
955,CC(O)(P(=O)(O)O)P(=O)(O)O,False
956,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3C[C@@H](O)[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1,False
957,CCCCCNC(=N)NN/C=C1\C=Nc2ccc(CO)cc21,False
